,Dataset,Frame,Synthesized View,X.passes,WS.PSNR,CEL,theo_time,p1,p2,p3
217,TechnicolorHijack,50,4,2,28.1702,0.015743804280591276,518.947,6,7,0
218,TechnicolorHijack,50,4,3,27.9653,0.02863104545209468,278.205,1,2,3
219,TechnicolorHijack,50,4,3,27.9653,0.02754234064771336,289.202,1,2,4
220,TechnicolorHijack,50,4,3,27.9653,0.023898146425764016,333.302,1,2,5
221,TechnicolorHijack,50,4,3,27.9653,0.01538980234557644,517.57,1,2,6
222,TechnicolorHijack,50,4,3,27.9653,0.015348966272085587,518.947,1,2,7
223,TechnicolorHijack,50,4,3,28.0207,0.027733902255171132,289.202,1,3,4
224,TechnicolorHijack,50,4,3,28.0207,0.024064362050032706,333.302,1,3,5
225,TechnicolorHijack,50,4,3,28.0207,0.015496841007013545,517.57,1,3,6
226,TechnicolorHijack,50,4,3,28.0207,0.015455720911769413,518.947,1,3,7
227,TechnicolorHijack,50,4,3,28.0083,0.024027158552903966,333.302,1,4,5
228,TechnicolorHijack,50,4,3,28.0083,0.01547288289506733,517.57,1,4,6
229,TechnicolorHijack,50,4,3,28.0083,0.015431826371479166,518.947,1,4,7
230,TechnicolorHijack,50,4,3,27.9814,0.015420909248990474,517.57,1,5,6
231,TechnicolorHijack,50,4,3,27.9814,0.015379990634881791,518.947,1,5,7
232,TechnicolorHijack,50,4,3,27.976,0.015369584947981199,518.947,1,6,7
233,TechnicolorHijack,50,4,3,28.3928,0.02902054619262661,289.202,2,3,4
234,TechnicolorHijack,50,4,3,28.3928,0.02518076699209726,333.302,2,3,5
235,TechnicolorHijack,50,4,3,28.3928,0.016215777575980063,517.57,2,3,6
236,TechnicolorHijack,50,4,3,28.3928,0.016172749818382227,518.947,2,3,7
237,TechnicolorHijack,50,4,3,28.3913,0.025176266569057495,333.302,2,4,5
238,TechnicolorHijack,50,4,3,28.3913,0.01621287941727689,517.57,2,4,6
239,TechnicolorHijack,50,4,3,28.3913,0.01616985934979873,518.947,2,4,7
240,TechnicolorHijack,50,4,3,28.4353,0.016297892072569896,517.57,2,5,6
241,TechnicolorHijack,50,4,3,28.4353,0.016254646428247973,518.947,2,5,7
242,TechnicolorHijack,50,4,3,28.5595,0.01649397722696152,518.947,2,6,7
243,TechnicolorHijack,50,4,3,28.1946,0.02458611109444288,333.302,3,4,5
244,TechnicolorHijack,50,4,3,28.1946,0.015832834206001123,517.57,3,4,6
245,TechnicolorHijack,50,4,3,28.1946,0.015790822569549494,518.947,3,4,7
246,TechnicolorHijack,50,4,3,28.2295,0.01590026469849489,517.57,3,5,6
247,TechnicolorHijack,50,4,3,28.2295,0.01585807413859219,518.947,3,5,7
248,TechnicolorHijack,50,4,3,28.3466,0.016083723386010516,518.947,3,6,7
249,TechnicolorHijack,50,4,3,28.221,0.015883841799176922,517.57,4,5,6
250,TechnicolorHijack,50,4,3,28.221,0.01584169481661904,518.947,4,5,7
251,TechnicolorHijack,50,4,3,28.3371,0.0160654170849817,518.947,4,6,7
252,TechnicolorHijack,50,4,3,28.2697,0.015935538696629906,518.947,5,6,7
253,TechnicolorHijack,50,5,1,18.8703,-0.021383278756790514,52.831,1,0,0
254,TechnicolorHijack,50,5,1,19.4399,-0.0020407642755122806,274.456,2,0,0
255,TechnicolorHijack,50,5,1,27.0009,0.02516453694218293,278.205,3,0,0
256,TechnicolorHijack,50,5,1,27.0058,0.024224590424685864,289.202,4,0,0
257,TechnicolorHijack,50,5,1,26.9814,0.02094616893988035,333.302,5,0,0
258,TechnicolorHijack,50,5,1,26.8547,0.013244005641748944,517.57,6,0,0
259,TechnicolorHijack,50,5,1,26.8914,0.01327958346420733,518.947,7,0,0
260,TechnicolorHijack,50,5,2,19.4275,-0.002085944559419366,274.456,1,2,0
261,TechnicolorHijack,50,5,2,26.8869,0.024754767168095472,278.205,1,3,0
262,TechnicolorHijack,50,5,2,26.8929,0.023834205849198833,289.202,1,4,0
263,TechnicolorHijack,50,5,2,26.8681,0.020606236986276703,333.302,1,5,0
264,TechnicolorHijack,50,5,2,26.3175,0.012206078404853446,517.57,1,6,0
265,TechnicolorHijack,50,5,2,26.3482,0.01223284844117029,518.947,1,7,0
266,TechnicolorHijack,50,5,2,26.8349,0.024567854639564356,278.205,2,3,0
267,TechnicolorHijack,50,5,2,26.8424,0.023659587416407914,289.202,2,4,0
268,TechnicolorHijack,50,5,2,26.8156,0.020448722179884908,333.302,2,5,0
269,TechnicolorHijack,50,5,2,26.4521,0.012466139845817958,517.57,2,6,0
270,TechnicolorHijack,50,5,2,26.483,0.012492605217873888,518.947,2,7,0
271,TechnicolorHijack,50,5,2,27.0268,0.0242972040304009,289.202,3,4,0
272,TechnicolorHijack,50,5,2,27.0196,0.02106077971329305,333.302,3,5,0
273,TechnicolorHijack,50,5,2,27.0587,0.013638155225380144,517.57,3,6,0
274,TechnicolorHijack,50,5,2,27.0782,0.01363954315180548,518.947,3,7,0
275,TechnicolorHijack,50,5,2,26.9987,0.020998073818938978,333.302,4,5,0
276,TechnicolorHijack,50,5,2,27.0189,0.013561257414456011,517.57,4,6,0
277,TechnicolorHijack,50,5,2,27.0408,0.013567474135123627,518.947,4,7,0
278,TechnicolorHijack,50,5,2,27.0007,0.01352609308885754,517.57,5,6,0
279,TechnicolorHijack,50,5,2,27.0221,0.013531439626782693,518.947,5,7,0
280,TechnicolorHijack,50,5,2,26.869,0.013236419133360438,518.947,6,7,0
281,TechnicolorHijack,50,5,3,19.4275,-0.002057835049693577,278.205,1,2,3
282,TechnicolorHijack,50,5,3,19.4275,-0.0019795852034218352,289.202,1,2,4
283,TechnicolorHijack,50,5,3,19.4275,-0.0017176614601772612,333.302,1,2,5
284,TechnicolorHijack,50,5,3,19.4275,-0.0011061305717101097,517.57,1,2,6
285,TechnicolorHijack,50,5,3,19.4275,-0.0011031955093680117,518.947,1,2,7
286,TechnicolorHijack,50,5,3,26.8869,0.023813459104708824,289.202,1,3,4
287,TechnicolorHijack,50,5,3,26.8869,0.020662642288375107,333.302,1,3,5
288,TechnicolorHijack,50,5,3,26.8869,0.013306219448577005,517.57,1,3,6
289,TechnicolorHijack,50,5,3,26.8869,0.013270912058456838,518.947,1,3,7
290,TechnicolorHijack,50,5,3,26.8929,0.020680643980534173,333.302,1,4,5
291,TechnicolorHijack,50,5,3,26.8929,0.013317812083389688,517.57,1,4,6
292,TechnicolorHijack,50,5,3,26.8929,0.013282473932790827,518.947,1,4,7
293,TechnicolorHijack,50,5,3,26.8681,0.013269895859497262,517.57,1,5,6
294,TechnicolorHijack,50,5,3,26.8681,0.013234684852210339,518.947,1,5,7
295,TechnicolorHijack,50,5,3,26.3175,0.012173690184161387,518.947,1,6,7
296,TechnicolorHijack,50,5,3,26.8349,0.0236336539857954,289.202,2,3,4
297,TechnicolorHijack,50,5,3,26.8349,0.020506627622996564,333.302,2,3,5
298,TechnicolorHijack,50,5,3,26.8349,0.013205749946867091,517.57,2,3,6
299,TechnicolorHijack,50,5,3,26.8349,0.013170709147562278,518.947,2,3,7
300,TechnicolorHijack,50,5,3,26.8424,0.020529129738195394,333.302,2,4,5
301,TechnicolorHijack,50,5,3,26.8424,0.013220240740382945,517.57,2,4,6
302,TechnicolorHijack,50,5,3,26.8424,0.013185161490479762,518.947,2,4,7
303,TechnicolorHijack,50,5,3,26.8156,0.013168460304886295,517.57,2,5,6
304,TechnicolorHijack,50,5,3,26.8156,0.013133518451787948,518.947,2,5,7
305,TechnicolorHijack,50,5,3,26.4521,0.012433061565053851,518.947,2,6,7
306,TechnicolorHijack,50,5,3,27.0268,0.021082381743883927,333.302,3,4,5
307,TechnicolorHijack,50,5,3,27.0268,0.013576521050292716,517.57,3,4,6
308,TechnicolorHijack,50,5,3,27.0268,0.013540496428344323,518.947,3,4,7
309,TechnicolorHijack,50,5,3,27.0196,0.013562609888517495,517.57,3,5,6
310,TechnicolorHijack,50,5,3,27.0196,0.013526622179143535,518.947,3,5,7
311,TechnicolorHijack,50,5,3,27.0587,0.013601967060220026,518.947,3,6,7
312,TechnicolorHijack,50,5,3,26.9987,0.013522228877253316,517.57,4,5,6
313,TechnicolorHijack,50,5,3,26.9987,0.013486348316880142,518.947,4,5,7
314,TechnicolorHijack,50,5,3,27.0189,0.013525273293804567,518.947,4,6,7
315,TechnicolorHijack,50,5,3,27.0007,0.01349020227499147,518.947,5,6,7
316,TechnicolorHijack,100,1,1,19.0006,-0.018916923775813468,52.831,1,0,0
317,TechnicolorHijack,100,1,1,27.6987,0.02805076223511236,274.456,2,0,0
318,TechnicolorHijack,100,1,1,27.5946,0.02729857479196995,278.205,3,0,0
319,TechnicolorHijack,100,1,1,27.54,0.026071742242446454,289.202,4,0,0
320,TechnicolorHijack,100,1,1,27.5255,0.022578622390504708,333.302,5,0,0
321,TechnicolorHijack,100,1,1,27.6874,0.01485287014316904,517.57,6,0,0
322,TechnicolorHijack,100,1,1,27.7034,0.014844290457407015,518.947,7,0,0
323,TechnicolorHijack,100,1,2,27.5466,0.027496575042994145,274.456,1,2,0
324,TechnicolorHijack,100,1,2,27.4444,0.026758685142251225,278.205,1,3,0
325,TechnicolorHijack,100,1,2,27.3849,0.02553543889737968,289.202,1,4,0
